infinitive;infinitif;group;voice;tense;person;latin;french;primitive tenses
statuere;décider;3;actif;présent;6;statuunt;ils décident;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur;1;statuam;je déciderai;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur;2;statues;tu décideras;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur;3;statuet;il décidera;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur;4;statuemus;nous déciderons;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur;5;statuetis;vous déciderez;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur;6;statuent;ils décideront;statuo, is, ere, statui, statutum
statuere;décider;3;actif;imparfait;1;statuebam;je décidais;statuo, is, ere, statui, statutum
statuere;décider;3;actif;imparfait;2;statuebas;tu décidais;statuo, is, ere, statui, statutum
statuere;décider;3;actif;imparfait;3;statuebat;il décidait;statuo, is, ere, statui, statutum
statuere;décider;3;actif;imparfait;4;statuebamus;nous décidions;statuo, is, ere, statui, statutum
statuere;décider;3;actif;imparfait;5;statuebatis;vous décidiez;statuo, is, ere, statui, statutum
statuere;décider;3;actif;imparfait;6;statuebant;ils décidaient;statuo, is, ere, statui, statutum
statuere;décider;3;actif;parfait;1;statui;j'ai décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;parfait;2;statuisti;tu as décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;parfait;3;statuit;il a décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;parfait;4;statuimus;nous avons décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;parfait;5;statuistis;vous avez décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;parfait;6;statuerunt;ils ont décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur antérieur;1;statutero;j'aurai décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur antérieur;2;statueris;tu auras décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur antérieur;3;statuerit;il aura décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur antérieur;4;statuerimus;nous aurons décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur antérieur;5;statueritis;vous aurez décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;futur antérieur;6;statuerint;ils auront décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;plus-que-parfait;1;statueram;j'avais décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;plus-que-parfait;2;statueras;tu avais décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;plus-que-parfait;3;statuerat;il avait décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;plus-que-parfait;4;statueramus;nous avions décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;plus-que-parfait;5;statueratis;vous aviez décidé;statuo, is, ere, statui, statutum
statuere;décider;3;actif;plus-que-parfait;6;statuerant;ils avaient décidé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;présent;1;statuo;je détermine;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;présent;2;statuis;tu détermines;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;présent;3;statuit;il détermine;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;présent;4;statuimus;nous déterminons;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;présent;5;statuistis;vous déterminez;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;présent;6;statuunt;ils déterminent;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur;1;statuam;je déterminerai;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur;2;statues;tu détermineras;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur;3;statuet;il déterminera;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur;4;statuemus;nous déterminerons;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur;5;statuetis;vous déterminerez;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur;6;statuent;ils détermineront;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;imparfait;1;statuebam;je déterminais;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;imparfait;2;statuebas;tu déterminais;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;imparfait;3;statuebat;il déterminait;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;imparfait;4;statuebamus;nous déterminions;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;imparfait;5;statuebatis;vous déterminiez;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;imparfait;6;statuebant;ils déterminaient;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;parfait;1;statui;j'ai déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;parfait;2;statuisti;tu as déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;parfait;3;statuit;il a déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;parfait;4;statuimus;nous avons déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;parfait;5;statuistis;vous avez déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;parfait;6;statuerunt;ils ont déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur antérieur;1;statutero;j'aurai déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur antérieur;2;statueris;tu auras déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur antérieur;3;statuerit;il aura déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur antérieur;4;statuerimus;nous aurons déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur antérieur;5;statueritis;vous aurez déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;futur antérieur;6;statuerint;ils auront déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;plus-que-parfait;1;statueram;j'avais déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;plus-que-parfait;2;statueras;tu avais déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;plus-que-parfait;3;statuerat;il avait déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;plus-que-parfait;4;statueramus;nous avions déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;plus-que-parfait;5;statueratis;vous aviez déterminé;statuo, is, ere, statui, statutum
statuere;déterminer;3;actif;plus-que-parfait;6;statuerant;ils avaient déterminé;statuo, is, ere, statui, statutum
uincere;vaincre;3;actif;présent;1;uinco;je vaincs;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;présent;2;uincis;tu vaincs;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;présent;3;uincit;il vainc;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;présent;4;uincimus;nous vainquons;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;présent;5;uincitis;vous vainquez;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;présent;6;uincunt;ils vainquent;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur;1;uincam;je vaincrai;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur;2;uinces;tu vaincras;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur;3;uincet;il vaincra;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur;4;uincemus;nous vaincrons;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur;5;uincetis;vous vaincrez;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur;6;uincent;ils vaincront;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;imparfait;1;uincebam;je vainquais;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;imparfait;2;uincebas;tu vainquais;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;imparfait;3;uincebat;il vainquait;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;imparfait;4;uincebamus;nous vainquions;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;imparfait;5;uincebatis;vous vainquiez;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;imparfait;6;uincebant;ils vainquaient;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;parfait;1;uici;j'ai vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;parfait;2;uicisti;tu as vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;parfait;3;uicit;il a vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;parfait;4;uicimus;nous avons vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;parfait;5;uicistis;vous avez vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;parfait;6;uicerunt;ils ont vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur antérieur;1;uicero;j'aurai vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur antérieur;2;uiceris;tu auras vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur antérieur;3;uicerit;il aura vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur antérieur;4;uicerimus;nous aurons vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur antérieur;5;uiceritis;vous aurez vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;futur antérieur;6;uicerint;ils auront vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;plus-que-parfait;1;uiceram;j'avais vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;plus-que-parfait;2;uiceras;tu avais vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;plus-que-parfait;3;uicerat;il avait vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;plus-que-parfait;4;uiceramus;nous avions vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;plus-que-parfait;5;uiceratis;vous aviez vaincu;uinco, is, ere, uici, uictum
uincere;vaincre;3;actif;plus-que-parfait;6;uicerant;ils avaient vaincu;uinco, is, ere, uici, uictum
uiuere;vivre;3;actif;présent;1;uiuo;je vis;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;présent;2;uiuis;tu vis;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;présent;3;uiuit;il vit;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;présent;4;uiuimus;nous vivons;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;présent;5;uiuitis;vous vivez;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;présent;6;uiuunt;ils vivent;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur;1;uiuam;je vivrai;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur;2;uiues;tu vivras;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur;3;uiuet;il vivra;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur;4;uiuemus;nous vivrons;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur;5;uiuetis;vous vivrez;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur;6;uiuent;ils vivront;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;imparfait;1;uiuebam;je vivais;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;imparfait;2;uiuebās;tu vivais;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;imparfait;3;uiuebat;il vivait;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;imparfait;4;uiuebāmus;nous vivions;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;imparfait;5;uiuebātis;vous viviez;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;imparfait;6;uiuebant;ils vivaient;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;parfait;1;uixi;j'ai vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;parfait;2;uixisti;tu as vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;parfait;3;uixit;il a vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;parfait;4;uiximus;nous avons vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;parfait;5;uixistis;vous avez vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;parfait;6;uixerunt;ils ont vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur antérieur;1;uixero;j'aurai vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur antérieur;2;uixeris;tu auras vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur antérieur;3;uixerit;il aura vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur antérieur;4;uixerimus;nous aurons vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur antérieur;5;uixeritis;vous aurez vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;futur antérieur;6;uixerint;ils auront vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;plus-que-parfait;1;uixeram;j'avais vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;plus-que-parfait;2;uixeras;tu avais vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;plus-que-parfait;3;uixerat;il avait vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;plus-que-parfait;4;uixeramus;nous avions vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;plus-que-parfait;5;uixeratis;vous aviez vécu;uiuo, is, ere, uixi, uictum
uiuere;vivre;3;actif;plus-que-parfait;6;uixerant;ils avaient vécu;uiuo, is, ere, uixi, uictum
capere;prendre;3;actif;présent;1;capio;je prends;capio, is, ere, cepi, captum
capere;prendre;3;actif;présent;2;capis;tu prends;capio, is, ere, cepi, captum
capere;prendre;3;actif;présent;3;capit;il prend;capio, is, ere, cepi, captum
capere;prendre;3;actif;présent;4;capimus;nous prenons;capio, is, ere, cepi, captum
capere;prendre;3;actif;présent;5;capitis;vous prenez;capio, is, ere, cepi, captum
capere;prendre;3;actif;présent;6;capiunt;ils prennent;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur;1;capiam;je prendrai;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur;2;capies;tu prendras;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur;3;capiet;il prendra;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur;4;capiemus;nous prendrons;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur;5;capietis;vous prendrez;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur;6;capient;ils prendront;capio, is, ere, cepi, captum
capere;prendre;3;actif;imparfait;1;capiebam;je prenais;capio, is, ere, cepi, captum
capere;prendre;3;actif;imparfait;2;capiebas;tu prenais;capio, is, ere, cepi, captum
capere;prendre;3;actif;imparfait;3;capiebat;il prenait;capio, is, ere, cepi, captum
capere;prendre;3;actif;imparfait;4;capiebamus;nous prenions;capio, is, ere, cepi, captum
capere;prendre;3;actif;imparfait;5;capiebatis;vous preniez;capio, is, ere, cepi, captum
capere;prendre;3;actif;imparfait;6;capiebant;ils prenaient;capio, is, ere, cepi, captum
capere;prendre;3;actif;parfait;1;cepi;j'ai pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;parfait;2;cepisti;tu as pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;parfait;3;cepit;il a pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;parfait;4;cepimus;nous avons pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;parfait;5;cepistis;vous avez pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;parfait;6;ceperunt;ils ont pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur antérieur;1;cepero;j'aurai pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur antérieur;2;ceperis;tu auras pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur antérieur;3;ceperit;il aura pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur antérieur;4;ceperimus;nous aurons pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur antérieur;5;ceperitis;vous aurez pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;futur antérieur;6;ceperint;ils auront pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;plus-que-parfait;1;ceperam;j'avais pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;plus-que-parfait;2;ceperas;tu avais pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;plus-que-parfait;3;ceperat;il avait pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;plus-que-parfait;4;ceperamus;nous avions pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;plus-que-parfait;5;ceperatis;vous aviez pris;capio, is, ere, cepi, captum
capere;prendre;3;actif;plus-que-parfait;6;ceperant;ils avaient pris;capio, is, ere, cepi, captum
accipere;recevoir;3;actif;présent;1;accipio;je reçois;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;présent;2;accipis;tu reçois;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;présent;3;accipit;il reçoit;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;présent;4;accipimus;nous recevons;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;présent;5;accipitis;vous recevez;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;présent;6;accipiunt;ils reçoivent;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur;1;accipiam;je recevrai;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur;2;accipies;tu recevras;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur;3;accipiet;il recevra;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur;4;accipiemus;nous recevrons;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur;5;accipietis;vous recevrez;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur;6;accipient;ils recevront;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;imparfait;1;accipiebam;je recevais;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;imparfait;2;accipiebas;tu recevais;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;imparfait;3;accipiebat;il recevait;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;imparfait;4;accipiebamus;nous recevions;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;imparfait;5;accipiebatis;vous receviez;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;imparfait;6;accipiebant;ils recevaient;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;parfait;1;accepi;j'ai reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;parfait;2;accepisti;tu as reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;parfait;3;accepit;il a reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;parfait;4;accepimus;nous avons reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;parfait;5;accepistis;vous avez reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;parfait;6;acceperunt;ils ont reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur antérieur;1;accepero;j'aurai reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur antérieur;2;acceperis;tu auras reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur antérieur;3;acceperit;il aura reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur antérieur;4;acceperimus;nous aurons reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur antérieur;5;acceperitis;vous aurez reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;futur antérieur;6;acceperint;ils auront reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;plus-que-parfait;1;acceperam;j'avais reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;plus-que-parfait;2;acceperas;tu avais reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;plus-que-parfait;3;acceperat;il avait reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;plus-que-parfait;4;acceperamus;nous avions reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;plus-que-parfait;5;acceperatis;vous aviez reçu;accipio, is, ere, accepi, acceptum
accipere;recevoir;3;actif;plus-que-parfait;6;acceperant;ils avaient reçu;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;présent;1;accipio;j'accueille;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;présent;2;accipis;tu accueilles;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;présent;3;accipit;il accueille;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;présent;4;accipimus;nous accueillons;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;présent;5;accipitis;vous accueillez;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;présent;6;accipiunt;ils accueillent;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur;1;accipiam;j'accueillerai;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur;2;accipies;tu accueilleras;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur;3;accipiet;il accueillera;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur;4;accipiemus;nous accueillerons;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur;5;accipietis;vous accueillerez;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur;6;accipient;ils accueilleront;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;imparfait;1;accipiebam;j'accueillais;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;imparfait;2;accipiebas;tu accueillais;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;imparfait;3;accipiebat;il accueillait;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;imparfait;4;accipiebamus;nous accueillions;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;imparfait;5;accipiebatis;vous accueilliez;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;imparfait;6;accipiebant;ils accueillaient;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;parfait;1;accepi;j'ai accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;parfait;2;accepisti;tu as accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;parfait;3;accepit;il a accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;parfait;4;accepimus;nous avons accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;parfait;5;accepistis;vous avez accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;parfait;6;acceperunt;ils ont accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur antérieur;1;accepero;j'aurai accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur antérieur;2;acceperis;tu auras accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur antérieur;3;acceperit;il aura accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur antérieur;4;acceperimus;nous aurons accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur antérieur;5;acceperitis;vous aurez accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;futur antérieur;6;acceperint;ils auront accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;plus-que-parfait;1;acceperam;j'avais accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;plus-que-parfait;2;acceperas;tu avais accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;plus-que-parfait;3;acceperat;il avait accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;plus-que-parfait;4;acceperamus;nous avions accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;plus-que-parfait;5;acceperatis;vous aviez accueilli;accipio, is, ere, accepi, acceptum
accipere;accueillir;3;actif;plus-que-parfait;6;acceperant;ils avaient accueilli;accipio, is, ere, accepi, acceptum
facere;faire;3;actif;présent;1;facio;je fais;facio, is, ere, feci, factum
facere;faire;3;actif;présent;2;facis;tu fais;facio, is, ere, feci, factum
facere;faire;3;actif;présent;3;facit;il fait;facio, is, ere, feci, factum
facere;faire;3;actif;présent;4;facimus;nous faisons;facio, is, ere, feci, factum
facere;faire;3;actif;présent;5;facitis;vous faites;facio, is, ere, feci, factum
facere;faire;3;actif;présent;6;faciunt;ils font;facio, is, ere, feci, factum
facere;faire;3;actif;futur;1;faciam;je ferai;facio, is, ere, feci, factum
facere;faire;3;actif;futur;2;facies;tu feras;facio, is, ere, feci, factum
facere;faire;3;actif;futur;3;faciet;il fera;facio, is, ere, feci, factum
facere;faire;3;actif;futur;4;faciemus;nous ferons;facio, is, ere, feci, factum
facere;faire;3;actif;futur;5;facietis;vous ferez;facio, is, ere, feci, factum
facere;faire;3;actif;futur;6;facient;ils feront;facio, is, ere, feci, factum
facere;faire;3;actif;imparfait;1;faciebam;je faisais;facio, is, ere, feci, factum
facere;faire;3;actif;imparfait;2;faciebas;tu faisais;facio, is, ere, feci, factum
facere;faire;3;actif;imparfait;3;faciebat;il faisait;facio, is, ere, feci, factum
facere;faire;3;actif;imparfait;4;faciebamus;nous faisions;facio, is, ere, feci, factum
facere;faire;3;actif;imparfait;5;faciebatis;vous faisiez;facio, is, ere, feci, factum
facere;faire;3;actif;imparfait;6;faciebant;ils faisaient;facio, is, ere, feci, factum
facere;faire;3;actif;parfait;1;feci;j'ai fait;facio, is, ere, feci, factum
facere;faire;3;actif;parfait;2;fecisti;tu as fait;facio, is, ere, feci, factum
facere;faire;3;actif;parfait;3;fecit;il a fait;facio, is, ere, feci, factum
facere;faire;3;actif;parfait;4;fecimus;nous avons fait;facio, is, ere, feci, factum
facere;faire;3;actif;parfait;5;fecistis;vous avez fait;facio, is, ere, feci, factum
facere;faire;3;actif;parfait;6;fecerunt;ils ont fait;facio, is, ere, feci, factum
facere;faire;3;actif;futur antérieur;1;fecero;j'aurai fait;facio, is, ere, feci, factum
facere;faire;3;actif;futur antérieur;2;feceris;tu auras fait;facio, is, ere, feci, factum
facere;faire;3;actif;futur antérieur;3;fecerit;il aura fait;facio, is, ere, feci, factum
facere;faire;3;actif;futur antérieur;4;fecerimus;nous aurons fait;facio, is, ere, feci, factum
facere;faire;3;actif;futur antérieur;5;feceritis;vous aurez fait;facio, is, ere, feci, factum
facere;faire;3;actif;futur antérieur;6;fecerint;ils auront fait;facio, is, ere, feci, factum
facere;faire;3;actif;plus-que-parfait;1;feceram;j'avais fait;facio, is, ere, feci, factum
facere;faire;3;actif;plus-que-parfait;2;feceras;tu avais fait;facio, is, ere, feci, factum
facere;faire;3;actif;plus-que-parfait;3;fecerat;il avait fait;facio, is, ere, feci, factum
facere;faire;3;actif;plus-que-parfait;4;feceramus;nous avions fait;facio, is, ere, feci, factum
facere;faire;3;actif;plus-que-parfait;5;feceratis;vous aviez fait;facio, is, ere, feci, factum
facere;faire;3;actif;plus-que-parfait;6;fecerant;ils avaient fait;facio, is, ere, feci, factum
audire;écouter;4;actif;présent;1;audio;j'écoute;audio, is, ire, audiui, auditum
audire;écouter;4;actif;présent;2;audis;tu écoutes;audio, is, ire, audiui, auditum
audire;écouter;4;actif;présent;3;audit;il écoute;audio, is, ire, audiui, auditum
